Site,Partition,Syn,Nonsyn,&beta;-&alpha;,Prob[&alpha;>&beta;],Prob[&alpha;<&beta;],BayesFactor[&alpha;<&beta;],PSRF,Neff
1674,1,0.965,0.011,-0.954,1,0,0.001,1.015,130.307
1675,1,2.815,0.108,-2.707,1,0,0,1.006,231.609
1676,1,2.815,0.402,-2.413,1,0,0,1.011,161.421
1677,1,2.425,0.087,-2.338,1,0,0,1.051,48.181
1678,1,1.894,0.015,-1.879,1,0,0,1.061,41.244
1679,1,1.52,0.102,-1.418,1,0,0.001,1.099,27.806
1680,1,2.491,0.091,-2.399,1,0,0,1.098,27.931
1681,1,1.372,0.01,-1.362,1,0,0,1.084,31.906
1682,1,2.23,0.112,-2.117,0.999,0,0.003,1.022,96.821
1683,1,7.111,0.011,-7.1,1,0,0,1.006,221.209
1684,1,0.853,0.015,-0.838,0.999,0,0.006,1.021,100.695
1685,1,0.653,0.011,-0.643,0.992,0.001,0.015,1.008,200.627
1686,1,2.63,1.243,-1.388,0.886,0.015,0.197,1.021,100.217
1687,1,2.892,0.478,-2.414,1,0,0,1.012,152.578
1688,1,2.818,0.02,-2.798,1,0,0,1.007,208.376
1689,1,1.362,0.008,-1.354,1,0,0,1.076,34.382
1690,1,2.821,0.101,-2.72,1,0,0,1.023,93.704
1691,1,2.256,0.543,-1.713,0.969,0.018,0.246,1.019,108.193
1692,1,2.044,0.011,-2.033,1,0,0,1.081,32.717
1693,1,2.283,0.013,-2.27,1,0,0,1.04,59.57
1694,1,4.478,1.258,-3.219,0.988,0,0,1.013,140.228
1695,1,1.454,0.262,-1.193,0.975,0.015,0.202,1.036,64.742
1696,1,1.294,0.008,-1.286,1,0,0,1.06,41.948
1697,1,0.72,0.013,-0.707,0.996,0.001,0.011,1.01,170.718
1698,1,2.194,0.283,-1.911,0.998,0.001,0.012,1.056,44.859
1699,1,3.078,0.016,-3.062,1,0,0,1.015,130.934
1700,1,2.808,0.37,-2.438,1,0,0,1.013,145.433
1701,1,2.068,0.091,-1.976,1,0,0,1.096,28.43
1702,1,0.411,0.01,-0.401,0.984,0.002,0.027,1.006,222.04
1703,1,6.64,2.422,-4.218,0.919,0,0,1.005,251.462
1704,1,0.691,0.449,-0.243,0.624,0.309,5.854,1.025,85.353
1705,1,1.651,0.008,-1.643,1,0,0,1.074,35.235
1706,1,1.243,0.011,-1.233,1,0,0,1.051,48.326
1707,1,6.843,0.014,-6.829,1,0,0,1.01,164.311
1708,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1709,1,2.93,0.016,-2.913,1,0,0,1.013,143.402
1710,1,1.421,0.013,-1.408,1,0,0,1.024,88.287
1711,1,1.388,0.01,-1.378,1,0,0,1.074,35.115
1712,1,3.642,0.164,-3.479,1,0,0,1.005,264.451
1713,1,2.916,0.807,-2.109,0.999,0,0.001,1.015,126.614
1714,1,0.902,0.108,-0.794,0.991,0.003,0.045,1.023,92.366
1715,1,2.815,0.02,-2.795,1,0,0,1.007,219.026
1716,1,2.715,0.013,-2.702,1,0,0,1.092,29.516
1717,1,0.161,0.012,-0.149,0.805,0.076,1.08,1.007,210.446
1718,1,0.372,0.007,-0.364,0.987,0.001,0.015,1.007,216.209
1719,1,1.745,0.013,-1.731,1,0,0,1.053,46.689
1720,1,2.816,1.171,-1.645,0.995,0,0,1.014,133.767
1721,1,2.388,0.017,-2.372,1,0,0,1.079,33.346
1722,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1723,1,1.021,1.251,0.23,0.197,0.702,30.832,1.019,108.573
1724,1,2.714,0.086,-2.628,1,0,0,1.055,45.56
1725,1,2.82,0.015,-2.805,1,0,0,1.009,176.702
1726,1,1.425,0.013,-1.413,1,0,0,1.024,88.197
1727,1,1.429,0.02,-1.41,1,0,0.002,1.053,47.03
1728,1,2.003,0.009,-1.994,1,0,0,1.094,28.905
1729,1,2.094,0.012,-2.082,1,0,0,1.067,38.322
1730,1,2.753,0.024,-2.729,1,0,0,1.032,70.536
1731,1,2.453,0.013,-2.44,1,0,0,1.096,28.396
1732,1,1.757,0.099,-1.657,1,0,0,1.093,29.159
1733,1,2.868,0.255,-2.613,1,0,0,1.006,222.06
1734,1,2.376,0.017,-2.359,1,0,0,1.047,51.246
1735,1,1.131,0.008,-1.123,1,0,0,1.036,64.314
1736,1,2.016,0.017,-1.999,1,0,0,1.014,136.547
1737,1,2.795,0.129,-2.667,1,0,0,1.02,103.368
1738,1,3.16,0.012,-3.148,1,0,0,1.022,96.909
1739,1,4.033,0.014,-4.019,1,0,0,1.015,127.787
1740,1,1.869,0.01,-1.859,1,0,0,1.091,29.626
1741,1,2.858,0.221,-2.636,1,0,0,1.009,181.561
1742,1,2.976,0.128,-2.848,1,0,0,1.013,144.35
1743,1,2.761,0.015,-2.746,1,0,0,1.024,88.139
1744,1,2.903,0.097,-2.806,1,0,0,1.033,69.805
1745,1,2.82,1.231,-1.589,0.992,0,0,1.019,108.134
1746,1,6.951,0.662,-6.289,1,0,0,1.01,164.211
1747,1,2.321,2.815,0.494,0,0.287,5.264,1.026,83.798
1748,1,2.266,0.012,-2.255,1,0,0,1.023,91.505
1749,1,1.236,2.815,1.578,0,0.915,140.067,1.029,77.698
1750,1,2.421,0.092,-2.329,1,0,0,1.07,37.079
1751,1,6.34,0.239,-6.102,1,0,0,1.009,181.636
1752,1,1.083,0.126,-0.957,0.998,0.001,0.011,1.09,29.862
1753,1,1.263,0.101,-1.163,1,0,0.002,1.066,38.643
1754,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1755,1,2.638,0.022,-2.616,1,0,0,1.017,114.969
1756,1,2.815,1.228,-1.587,0.994,0,0,1.016,122.076
1757,1,2.768,0.086,-2.682,1,0,0,1.044,54.222
1758,1,1.138,0.013,-1.125,0.999,0,0.003,1.011,163.374
1759,1,2.359,2.815,0.456,0,0.265,4.72,1.026,84.234
1760,1,3.355,0.224,-3.131,1,0,0,1.014,135.526
1761,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1762,1,2.722,0.015,-2.707,1,0,0,1.078,33.923
1763,1,2.326,0.093,-2.233,1,0,0,1.099,27.695
1764,1,2.826,0.09,-2.736,1,0,0,1.005,243.459
1765,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1766,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1767,1,2.942,0.014,-2.929,1,0,0,1.027,81.06
1768,1,2.826,0.012,-2.815,1,0,0,1.054,46.038
1769,1,2.798,0.145,-2.654,1,0,0,1.028,79.19
1770,1,1.015,0.01,-1.005,1,0,0,1.099,27.83
1771,1,1.411,0.014,-1.398,1,0,0,1.054,46.094
1772,1,2.628,0.079,-2.549,1,0,0,1.023,92.561
1773,1,2.815,0.023,-2.792,1,0,0,1.012,147.893
1774,1,2.817,0.015,-2.802,1,0,0,1.021,99.331
1775,1,2.831,0.02,-2.811,1,0,0,1.007,216.038
1776,1,6.278,0.012,-6.265,1,0,0,1.013,145.219
1777,1,2.647,0.018,-2.629,1,0,0,1.034,67.783
1778,1,2.815,0.02,-2.794,1,0,0,1.009,187.726
1779,1,1.018,0.009,-1.008,1,0,0,1.056,44.89
1780,1,4.706,0.011,-4.695,1,0,0,1.021,99.242
1781,1,6.882,0.016,-6.866,1,0,0,1.007,219.105
1782,1,2.793,0.013,-2.779,1,0,0,1.022,97.351
1783,1,7.121,0.014,-7.107,1,0,0,1.007,218.51
1784,1,2.843,0.014,-2.83,1,0,0,1.02,103.031
1785,1,2.651,0.013,-2.638,1,0,0,1.064,39.663
1786,1,2.696,0.015,-2.682,1,0,0,1.029,77.718
1787,1,1.23,0.007,-1.223,1,0,0,1.074,35.268
1788,1,1.152,0.01,-1.142,1,0,0,1.09,30.021
1789,1,1.348,0.009,-1.339,1,0,0,1.074,35.278
1790,1,1.012,0.016,-0.996,1,0,0.001,1.106,26.247
1791,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1792,1,1.39,0.01,-1.381,1,0,0,1.031,72.81
1793,1,0.155,0.006,-0.15,0.972,0.002,0.03,1.004,272.024
1794,1,1.019,0.008,-1.01,1,0,0,1.046,52.701
1795,1,2.221,0.095,-2.126,1,0,0,1.019,107.587
1796,1,2.827,0.015,-2.812,1,0,0,1.011,158.351
1797,1,0.111,0.094,-0.017,0.282,0.53,14.746,1.005,249.716
1798,1,1.861,0.009,-1.851,1,0,0,1.092,29.373
1799,1,1.101,0.01,-1.091,1,0,0,1.025,86.036
1800,1,1.242,0.008,-1.234,1,0,0,1.082,32.454
1801,1,1.212,0.013,-1.198,1,0,0,1.019,106.207
1802,1,0.854,0.009,-0.846,0.999,0,0.001,1.011,155.17
1803,1,2.815,0.012,-2.803,1,0,0,1.01,172.592
1804,1,1.673,1.35,-0.323,0.375,0.38,8.003,1.029,77.368
1805,1,4.524,0.021,-4.502,1,0,0,1.008,201.158
1806,1,2.806,0.012,-2.793,1,0,0,1.03,75.749
1807,1,0.968,0.101,-0.867,0.998,0.001,0.011,1.028,78.128
1808,1,2.468,0.012,-2.457,1,0,0,1.08,33.02
1809,1,1.655,0.008,-1.647,1,0,0,1.074,35.179
1810,1,2.858,0.014,-2.845,1,0,0,1.032,70.687
1811,1,7.102,0.41,-6.692,1,0,0,1.005,261.549
1812,1,2.781,0.02,-2.761,1,0,0,1.016,124.699
1813,1,2.954,0.018,-2.935,1,0,0,1.022,95.913
1814,1,2.807,0.018,-2.789,1,0,0,1.041,58.33
1815,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1816,1,2.786,0.12,-2.667,1,0,0,1.039,60.661
1817,1,2.698,0.015,-2.684,1,0,0,1.02,103.951
1818,1,2.805,0.015,-2.79,1,0,0,1.028,78.01
1819,1,3.315,0.024,-3.291,1,0,0,1.016,121.39
1820,1,2.812,0.086,-2.727,1,0,0,1.028,78.641
1821,1,2.793,0.015,-2.778,1,0,0,1.026,83.48
1822,1,2.345,0.128,-2.217,1,0,0,1.053,46.386
1823,1,1.616,0.01,-1.606,1,0,0,1.088,30.41
1824,1,0.945,0.015,-0.931,1,0,0.001,1.117,24.131
1825,1,2.912,0.091,-2.821,1,0,0,1.014,136.385
1826,1,2.814,0.015,-2.799,1,0,0,1.015,129.402
1827,1,3.116,0.084,-3.032,1,0,0,1.019,106.97
1828,1,1.076,0.207,-0.869,0.988,0.006,0.085,1.102,27.005
1829,1,1.32,0.007,-1.313,1,0,0,1.071,36.685
1830,1,7.092,0.011,-7.08,1,0,0,1.01,174.174
1831,1,0.814,0.015,-0.799,0.998,0.001,0.007,1.02,103.175
1832,1,2.806,0.381,-2.426,1,0,0,1.011,161.649
1833,1,5.147,0.016,-5.131,1,0,0,1.006,220.872
1834,1,2.912,0.105,-2.807,1,0,0,1.006,237.871
1835,1,2.791,2.405,-0.386,0.255,0.012,0.161,1.015,128.137
1836,1,1.376,0.013,-1.363,1,0,0,1.08,33.202
1837,1,2.229,0.013,-2.216,1,0,0,1.073,35.709
1838,1,2.757,0.199,-2.558,1,0,0,1.019,107.599
1839,1,2.951,0.619,-2.332,1,0,0,1.009,184.899
1840,1,1.124,0.013,-1.111,1,0,0,1.07,37.01
1841,1,1.108,0.256,-0.852,0.995,0.002,0.032,1.05,49.275
1842,1,2.698,0.187,-2.51,1,0,0,1.015,130.585
1843,1,1.61,0.014,-1.596,1,0,0,1.037,62.901
1844,1,2.814,0.02,-2.793,1,0,0,1.011,159.861
1845,1,1.729,0.014,-1.715,1,0,0,1.079,33.576
1846,1,0.791,0.01,-0.781,0.994,0.001,0.01,1.008,197.296
1847,1,1.312,0.257,-1.055,0.998,0.001,0.014,1.04,58.612
1848,1,1.592,0.009,-1.583,1,0,0,1.088,30.458
1849,1,2.968,0.124,-2.843,1,0,0,1.019,106.548
1850,1,0.95,0.013,-0.937,0.999,0,0.002,1.018,111.138
1851,1,2.838,0.101,-2.738,1,0,0,1.017,114.81
1852,1,2.492,0.112,-2.38,1,0,0,1.02,104.6
1853,1,2.86,0.199,-2.661,1,0,0,1.005,262.929
1854,1,4.885,0.016,-4.869,1,0,0,1.013,140.585
1855,1,2.707,0.014,-2.692,1,0,0,1.021,97.764
1856,1,2.244,0.016,-2.228,1,0,0,1.051,47.931
1857,1,1.672,0.011,-1.661,1,0,0,1.063,40.478
1858,1,2.637,0.018,-2.62,1,0,0,1.034,67.664
1859,1,1.68,0.011,-1.669,1,0,0,1.058,43.006
1860,1,1.675,0.011,-1.663,1,0,0,1.063,40.448
1861,1,7.049,0.015,-7.034,1,0,0,1.006,223.524
1862,1,2.338,0.013,-2.325,1,0,0,1.019,106.565
1863,1,2.814,0.013,-2.801,1,0,0,1.022,96.363
1864,1,7.123,0.011,-7.112,1,0,0,1.006,228.682
1865,1,2.056,0.012,-2.044,1,0,0,1.041,57.961
1866,1,2.686,0.011,-2.675,1,0,0,1.091,29.764
1867,1,2.635,0.014,-2.621,1,0,0,1.103,26.79
1868,1,0.12,0.087,-0.033,0.307,0.503,13.239,1.004,266.663
1869,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1870,1,1.488,0.1,-1.389,1,0,0.001,1.095,28.679
1871,1,7.08,0.015,-7.065,1,0,0,1.006,220.065
1872,1,2.875,0.143,-2.732,1,0,0,1.029,76.91
1873,1,2.815,2.237,-0.578,0.364,0.001,0.012,1.016,120.947
1874,1,1.336,0.009,-1.327,1,0,0,1.08,33.044
1875,1,2.819,0.162,-2.657,1,0,0,1.017,115.364
1876,1,7.087,0.819,-6.268,1,0,0,1.008,196.395
1877,1,7.454,0.014,-7.439,1,0,0,1.006,228.062
1878,1,2.55,0.016,-2.534,1,0,0,1.06,42.33
1879,1,2.815,0.728,-2.087,1,0,0,1.008,198.37
1880,1,2.539,0.356,-2.183,1,0,0.002,1.017,117.731
1881,1,2.815,0.014,-2.802,1,0,0,1.013,143.015
1882,1,2.813,0.02,-2.792,1,0,0,1.008,193.612
1883,1,1.97,0.017,-1.953,1,0,0,1.014,137.783
1884,1,2.227,0.011,-2.215,1,0,0,1.084,31.718
1885,1,2.911,0.091,-2.82,1,0,0,1.015,130.744
1886,1,2.479,0.147,-2.332,1,0,0,1.067,38.463
1887,1,1.52,0.009,-1.512,1,0,0,1.077,34.202
1888,1,2.065,0.011,-2.054,1,0,0,1.08,32.991
1889,1,2.474,0.012,-2.462,1,0,0,1.032,70.137
1890,1,2.798,0.019,-2.779,1,0,0,1.017,116.269
1891,1,2.795,0.015,-2.78,1,0,0,1.029,76.167
1892,1,2.738,0.086,-2.652,1,0,0,1.02,103.998
1893,1,4.989,0.013,-4.976,1,0,0,1.007,213.831
1894,1,0.856,0.011,-0.845,0.999,0,0.002,1.013,138.929
1895,1,2.815,0.018,-2.796,1,0,0,1.007,210.002
1896,1,2.582,0.014,-2.568,1,0,0,1.096,28.491
1897,1,4.679,0.089,-4.589,1,0,0,1.013,143.765
1898,1,2.83,0.015,-2.815,1,0,0,1.025,86.285
1899,1,1.558,0.01,-1.547,1,0,0,1.057,43.663
1900,1,1.246,0.01,-1.237,1,0,0,1.075,34.713
1901,1,1.352,0.096,-1.256,0.982,0.004,0.052,1.007,209.345
1902,1,2.783,0.02,-2.763,1,0,0,1.013,142.358
1903,1,1.599,0.012,-1.587,1,0,0,1.08,32.982
1904,1,2.318,0.015,-2.303,1,0,0,1.075,34.813
1905,1,1.405,0.01,-1.395,1,0,0,1.075,34.839
1906,1,2.812,0.014,-2.797,1,0,0,1.019,106.247
1907,1,2.271,0.016,-2.255,1,0,0,1.051,47.951
1908,1,2.897,0.013,-2.883,1,0,0,1.051,48.09
1909,1,2.682,0.156,-2.526,1,0,0,1.018,110.408
1910,1,1.785,0.014,-1.771,1,0,0,1.054,46.069
1911,1,2.965,0.018,-2.946,1,0,0,1.015,128.093
1912,1,2.816,0.015,-2.801,1,0,0,1.014,131.732
1913,1,2.064,0.012,-2.052,1,0,0,1.086,31.012
1914,1,7.117,0.019,-7.098,1,0,0,1.007,215.762
1915,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1916,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
1917,1,0.411,0.009,-0.402,0.986,0.002,0.022,1.007,217.45
1918,1,2.023,0.014,-2.008,1,0,0,1.084,31.741
1919,1,7.125,0.016,-7.109,1,0,0,1.007,216.135
1920,1,3.137,0.007,-3.13,1,0,0,1.04,59.199
1921,1,2.821,0.015,-2.806,1,0,0,1.024,88.269
1922,1,1.114,0.008,-1.107,1,0,0,1.017,116.703
1923,1,0.138,0.013,-0.125,0.784,0.085,1.22,1.008,202.527
1924,1,1.234,0.008,-1.226,1,0,0,1.056,44.359
1925,1,2.58,0.016,-2.564,1,0,0,1.063,40.329
1926,1,7.106,0.015,-7.091,1,0,0,1.007,213.954
1927,1,0.413,0.009,-0.403,0.986,0.002,0.022,1.007,217.254
1928,1,2.857,0.015,-2.843,1,0,0,1.007,218.721
1929,1,2.815,0.014,-2.8,1,0,0,1.013,145.561
1930,1,2.527,0.012,-2.516,1,0,0,1.082,32.453
1931,1,1.59,0.009,-1.58,1,0,0,1.088,30.496
1932,1,1.417,0.008,-1.408,1,0,0,1.023,94.033
1933,1,0.951,0.011,-0.94,0.999,0,0.002,1.015,129.994
1934,1,6.639,0.012,-6.627,1,0,0,1.008,197.482
1935,1,0.628,0.01,-0.618,0.991,0.001,0.015,1.008,200.404
1936,1,2.843,0.013,-2.83,1,0,0,1.052,47.119
1937,1,0.79,0.013,-0.777,0.993,0.001,0.016,1.007,204.066
1938,1,0.459,0.144,-0.315,0.798,0.094,1.361,1.007,217.861
1939,1,2.792,0.017,-2.776,1,0,0,1.019,107.709
1940,1,2.756,0.091,-2.665,1,0,0,1.021,98.509
1941,1,2.821,0.091,-2.731,1,0,0,1.005,251.647
1942,1,6.954,1.055,-5.899,1,0,0,1.007,208.771
1943,1,1.542,0.012,-1.531,1,0,0,1.08,32.981
1944,1,1.226,0.009,-1.217,1,0,0,1.069,37.505
1945,1,1.451,0.162,-1.289,1,0,0,1.041,58.24
1946,1,1.918,2.815,0.897,0,0.509,13.543,1.024,88.895
1947,1,2.15,0.006,-2.144,1,0,0,1.01,174.766
1948,1,2.8,0.013,-2.788,1,0,0,1.026,84.825
1949,1,1.078,0.104,-0.974,0.998,0.001,0.009,1.041,58.369
1950,1,1.421,0.26,-1.161,0.994,0.003,0.045,1.07,36.755
1951,1,2.811,0.013,-2.798,1,0,0,1.032,70.431
1952,1,1.141,0.008,-1.133,1,0,0,1.1,27.582
1953,1,5.886,0.09,-5.796,1,0,0,1.009,180.634
1954,1,2.492,0.011,-2.48,1,0,0,1.085,31.439
1955,1,2.769,0.024,-2.745,1,0,0,1.032,71.386
1956,1,1.659,0.009,-1.649,1,0,0,1.089,30.188
1957,1,2.815,0.109,-2.706,1,0,0,1.006,235.296
1958,1,2.669,0.194,-2.475,1,0,0,1.046,52.233
1959,1,2.816,0.151,-2.665,1,0,0,1.006,221.525
1960,1,2.812,0.02,-2.791,1,0,0,1.01,167.338
1961,1,1.104,0.01,-1.094,1,0,0,1.029,77.006
1962,1,2.237,0.229,-2.009,0.997,0.002,0.025,1.041,57.958
1963,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1964,1,2.825,1.293,-1.532,0.955,0.001,0.009,1.03,74.221
1965,1,0.647,0.369,-0.278,0.713,0.218,3.637,1.031,72.976
1966,1,2.428,0.172,-2.256,1,0,0.001,1.075,34.805
1967,1,0.831,1.141,0.31,0.13,0.76,41.394,1.013,138.806
1968,1,6.876,2.815,-4.061,0.942,0,0,1.006,238.35
1969,1,2.819,0.477,-2.342,1,0,0,1.014,132.628
1970,1,1.171,0.007,-1.164,1,0,0,1.088,30.492
1971,1,3.205,0.013,-3.192,1,0,0,1.008,193.278
1972,1,1.388,0.01,-1.378,1,0,0,1.074,35.112
1973,1,1.606,0.307,-1.3,0.996,0.002,0.026,1.041,57.308
1974,1,2.807,1.298,-1.51,0.947,0,0.006,1.022,94.795
1975,1,1.797,0.118,-1.679,1,0,0,1.11,25.379
1976,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1977,1,2.815,0.02,-2.795,1,0,0,1.006,220.339
1978,1,7.071,0.092,-6.979,1,0,0,1.014,131.937
1979,1,1.056,0.16,-0.896,0.99,0.006,0.073,1.096,28.55
1980,1,2.79,0.413,-2.376,1,0,0,1.013,141.926
1981,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1982,1,0.421,0.012,-0.409,0.982,0.003,0.037,1.006,228.928
1983,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1984,1,2.598,0.088,-2.511,1,0,0,1.03,74.573
1985,1,0.954,0.011,-0.944,0.999,0,0.002,1.015,130.735
1986,1,1.448,0.013,-1.436,1,0,0,1.025,87.505
1987,1,1.173,0.01,-1.163,1,0,0,1.015,127.134
1988,1,1.169,0.014,-1.155,1,0,0,1.061,41.269
1989,1,0.906,0.105,-0.801,0.992,0.003,0.037,1.02,105.071
1990,1,2.945,0.017,-2.928,1,0,0,1.012,151.221
1991,1,2.814,0.011,-2.803,1,0,0,1.023,93.031
1992,1,2.673,0.188,-2.485,1,0,0,1.057,43.855
1993,1,0.562,0.462,-0.101,0.536,0.378,7.935,1.032,70.91
1994,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
1995,1,2.815,0.02,-2.794,1,0,0,1.008,202.283
1996,1,2.792,0.088,-2.704,1,0,0,1.035,65.896
1997,1,1.24,0.01,-1.23,1,0,0,1.073,35.684
1998,1,0.329,0.011,-0.317,0.875,0.047,0.642,1.005,243.079
1999,1,2.66,0.012,-2.648,1,0,0,1.066,38.663
2000,1,2.246,0.452,-1.794,0.835,0.142,2.156,1.014,131.681
2001,1,2.823,0.013,-2.81,1,0,0,1.016,122.429
2002,1,0.919,0.531,-0.388,0.781,0.16,2.485,1.029,77.401
2003,1,2.776,0.109,-2.667,1,0,0,1.011,160.583
2004,1,2.814,0.013,-2.801,1,0,0,1.017,115.163
2005,1,2.823,0.018,-2.805,1,0,0,1.033,69.663
2006,1,2.964,0.101,-2.863,1,0,0,1.005,261.12
2007,1,1.025,0.009,-1.016,1,0,0,1.022,97.051
2008,1,1.974,0.871,-1.103,0.903,0.02,0.269,1.017,119.022
2009,1,2.893,0.741,-2.152,1,0,0,1.011,163.283
2010,1,0.335,0.008,-0.326,0.984,0.002,0.021,1.006,227.338
2011,1,0.952,0.011,-0.941,0.999,0,0.002,1.015,130.836
2012,1,7.101,0.129,-6.972,1,0,0,1.007,218.936
2013,1,0.807,0.115,-0.693,0.984,0.007,0.089,1.027,80.728
2014,1,2.833,0.018,-2.814,1,0,0,1.032,70.102
2015,1,2.361,0.013,-2.348,1,0,0,1.022,96.39
2016,1,2.816,2.815,-0.001,0.005,0.013,0.171,1.019,108.062
2017,1,3.466,0.018,-3.448,1,0,0,1.017,117.54
2018,1,0.701,1.126,0.425,0.056,0.84,68.769,1.01,172.574
2019,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
2020,1,3.281,0.817,-2.464,0.999,0,0,1.011,158.321
2021,1,6.907,0.104,-6.803,1,0,0,1.007,219.518
2022,1,4.311,0.096,-4.215,1,0,0,1.006,229.368
2023,1,1.369,0.013,-1.356,1,0,0,1.08,33.164
2024,1,7.113,0.103,-7.01,1,0,0,1.006,236.745
2025,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2026,1,1.16,0.362,-0.798,0.956,0.028,0.374,1.045,53.994
2027,1,0.71,0.01,-0.7,1,0,0.001,1.031,72.368
2028,1,0.856,0.013,-0.844,0.999,0,0.004,1.016,120.226
2029,1,0.953,0.011,-0.943,0.999,0,0.002,1.015,130.753
2030,1,1.251,0.864,-0.387,0.618,0.253,4.436,1.021,98.658
2031,1,1.315,0.009,-1.306,1,0,0,1.045,53.427
2032,1,1.86,0.015,-1.846,1,0,0,1.029,77.1
2033,1,1.212,0.009,-1.203,1,0,0,1.057,43.94
2034,1,7.628,0.997,-6.631,1,0,0,1.008,193.824
2035,1,3.264,0.011,-3.253,1,0,0,1.025,87.79
2036,1,2.801,1.205,-1.596,0.994,0,0.004,1.014,137.98
2037,1,0.903,0.015,-0.888,1,0,0.002,1.066,38.927
2038,1,0.501,0.013,-0.488,0.998,0.001,0.007,1.015,130.803
2039,1,0.334,0.01,-0.325,0.981,0.002,0.03,1.006,234.359
2040,1,3.012,1.15,-1.861,1,0,0,1.01,164.996
2041,1,2.16,0.121,-2.039,1,0,0,1.091,29.731
2042,1,1.409,0.014,-1.395,1,0,0,1.054,46.156
2043,1,0.64,0.181,-0.459,0.848,0.088,1.265,1.01,164.646
2044,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2045,1,1.834,0.363,-1.471,0.986,0.009,0.113,1.042,56.481
2046,1,1.172,0.007,-1.165,1,0,0,1.029,76.999
2047,1,4.914,1.147,-3.766,1,0,0,1.008,190.8
2048,1,1.153,0.012,-1.14,1,0,0,1.07,36.845
2049,1,2.782,0.087,-2.695,1,0,0,1.018,112.159
2050,1,2.79,1.205,-1.585,0.983,0.004,0.057,1.026,84.291
2051,1,0.397,0.182,-0.214,0.698,0.178,2.83,1.006,237.492
2052,1,2.179,0.013,-2.166,1,0,0,1.083,32.028
2053,1,3.804,1.201,-2.603,0.999,0,0,1.014,133.309
2054,1,1.703,0.01,-1.693,1,0,0,1.087,30.978
2055,1,2.266,0.246,-2.02,0.917,0.065,0.913,1.002,345.926
2056,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
2057,1,1.361,1.078,-0.283,0.466,0.198,3.233,1.027,81.644
2058,1,6.948,0.015,-6.933,1,0,0,1.008,197.362
2059,1,2.83,0.105,-2.724,1,0,0,1.018,112.722
2060,1,1.247,0.007,-1.24,1,0,0,1.03,73.984
2061,1,0.86,0.01,-0.85,0.999,0,0.002,1.012,146.837
2062,1,7.053,0.084,-6.969,1,0,0,1.008,196.976
2063,1,3.444,0.013,-3.431,1,0,0,1.021,98.243
2064,1,1.253,0.105,-1.148,1,0,0.002,1.093,29.098
2065,1,2.861,0.015,-2.846,1,0,0,1.027,80.416
2066,1,1.119,0.008,-1.111,1,0,0,1.032,70.452
2067,1,2.713,0.012,-2.701,1,0,0,1.102,27.154
2068,1,2.856,0.018,-2.838,1,0,0,1.017,114.459
2069,1,2.647,0.013,-2.634,1,0,0,1.063,40.149
2070,1,4.066,0.09,-3.975,1,0,0,1.005,241.43
2071,1,2.807,0.807,-2,0.999,0,0,1.008,189.63
2072,1,1.132,0.009,-1.123,1,0,0,1.04,59.553
2073,1,1.255,0.008,-1.247,1,0,0,1.059,42.944
2074,1,2.815,0.013,-2.801,1,0,0,1.012,148.801
2075,1,0.961,0.011,-0.95,0.999,0,0.003,1.01,173.789
2076,1,1.17,0.009,-1.161,1,0,0,1.014,138.025
2077,1,0.904,0.103,-0.801,0.993,0.003,0.034,1.018,112.806
2078,1,2.815,0.015,-2.8,1,0,0,1.009,184.708
2079,1,1.794,2.815,1.021,0,0.55,15.996,1.009,177.851
2080,1,0.899,0.123,-0.776,0.988,0.005,0.063,1.027,80.981
2081,1,0.952,0.011,-0.941,0.999,0,0.003,1.01,173.644
2082,1,2.787,0.02,-2.767,1,0,0,1.014,137.969
2083,1,3.087,0.857,-2.229,0.807,0.159,2.471,1.019,106.81
2084,1,0.982,0.011,-0.971,0.999,0,0.003,1.009,175.168
2085,1,0.958,0.01,-0.948,0.999,0,0.003,1.009,175.563
2086,1,0.954,0.25,-0.703,0.984,0.008,0.109,1.074,35.117
2087,1,7.124,0.012,-7.113,1,0,0,1.006,232.212
